product_id,quantity,note,location_id
PRD0138,19,Source sales volume from online grocery inventory dataset,LOC003
PRD0139,25,Source sales volume from online grocery inventory dataset,LOC004
PRD0140,11,Source sales volume from online grocery inventory dataset,LOC005
PRD0141,36,Source sales volume from online grocery inventory dataset,LOC001
PRD0142,26,Source sales volume from online grocery inventory dataset,LOC002
PRD0143,23,Source sales volume from online grocery inventory dataset,LOC003
PRD0144,50,Source sales volume from online grocery inventory dataset,LOC004
PRD0145,55,Source sales volume from online grocery inventory dataset,LOC005
PRD0146,31,Source sales volume from online grocery inventory dataset,LOC001
PRD0147,63,Source sales volume from online grocery inventory dataset,LOC002
PRD0148,22,Source sales volume from online grocery inventory dataset,LOC003
PRD0149,12,Source sales volume from online grocery inventory dataset,LOC004
PRD0150,44,Source sales volume from online grocery inventory dataset,LOC005
PRD0151,68,Source sales volume from online grocery inventory dataset,LOC001
PRD0152,54,Source sales volume from online grocery inventory dataset,LOC002
PRD0153,40,Source sales volume from online grocery inventory dataset,LOC003
PRD0154,31,Source sales volume from online grocery inventory dataset,LOC004
PRD0155,31,Source sales volume from online grocery inventory dataset,LOC005
PRD0156,52,Source sales volume from online grocery inventory dataset,LOC001
PRD0157,57,Source sales volume from online grocery inventory dataset,LOC002
PRD0158,43,Source sales volume from online grocery inventory dataset,LOC003
PRD0159,79,Source sales volume from online grocery inventory dataset,LOC004
PRD0160,41,Source sales volume from online grocery inventory dataset,LOC005
PRD0161,44,Source sales volume from online grocery inventory dataset,LOC001
PRD0162,48,Source sales volume from online grocery inventory dataset,LOC002
PRD0163,27,Source sales volume from online grocery inventory dataset,LOC003
PRD0164,34,Source sales volume from online grocery inventory dataset,LOC004
PRD0165,41,Source sales volume from online grocery inventory dataset,LOC005
PRD0166,52,Source sales volume from online grocery inventory dataset,LOC001
PRD0167,22,Source sales volume from online grocery inventory dataset,LOC002
PRD0168,40,Source sales volume from online grocery inventory dataset,LOC003
PRD0169,42,Source sales volume from online grocery inventory dataset,LOC004
PRD0170,46,Source sales volume from online grocery inventory dataset,LOC005
PRD0171,69,Source sales volume from online grocery inventory dataset,LOC001
PRD0172,30,Source sales volume from online grocery inventory dataset,LOC002
PRD0173,62,Source sales volume from online grocery inventory dataset,LOC003
PRD0174,75,Source sales volume from online grocery inventory dataset,LOC004
PRD0175,33,Source sales volume from online grocery inventory dataset,LOC005
PRD0176,29,Source sales volume from online grocery inventory dataset,LOC001
PRD0177,34,Source sales volume from online grocery inventory dataset,LOC002
PRD0178,15,Source sales volume from online grocery inventory dataset,LOC003
PRD0179,88,Source sales volume from online grocery inventory dataset,LOC004
PRD0180,40,Source sales volume from online grocery inventory dataset,LOC005
PRD0181,10,Source sales volume from online grocery inventory dataset,LOC001
PRD0182,20,Source sales volume from online grocery inventory dataset,LOC002
PRD0183,75,Source sales volume from online grocery inventory dataset,LOC003
PRD0184,56,Source sales volume from online grocery inventory dataset,LOC004
PRD0185,69,Source sales volume from online grocery inventory dataset,LOC005
PRD0186,56,Source sales volume from online grocery inventory dataset,LOC001
PRD0187,20,Source sales volume from online grocery inventory dataset,LOC002
PRD0188,30,Source sales volume from online grocery inventory dataset,LOC003
PRD0189,35,Source sales volume from online grocery inventory dataset,LOC004
PRD0190,76,Source sales volume from online grocery inventory dataset,LOC005
PRD0191,72,Source sales volume from online grocery inventory dataset,LOC001
PRD0192,60,Source sales volume from online grocery inventory dataset,LOC002
PRD0193,43,Source sales volume from online grocery inventory dataset,LOC003
PRD0194,11,Source sales volume from online grocery inventory dataset,LOC004
PRD0195,14,Source sales volume from online grocery inventory dataset,LOC005
PRD0196,25,Source sales volume from online grocery inventory dataset,LOC001
PRD0197,24,Source sales volume from online grocery inventory dataset,LOC002
PRD0198,78,Source sales volume from online grocery inventory dataset,LOC003
PRD0199,37,Source sales volume from online grocery inventory dataset,LOC004
PRD0200,28,Source sales volume from online grocery inventory dataset,LOC005
PRD0201,21,Source sales volume from online grocery inventory dataset,LOC001
PRD0202,32,Source sales volume from online grocery inventory dataset,LOC002
PRD0203,39,Source sales volume from online grocery inventory dataset,LOC003
PRD0204,46,Source sales volume from online grocery inventory dataset,LOC004
PRD0205,47,Source sales volume from online grocery inventory dataset,LOC005
PRD0206,52,Source sales volume from online grocery inventory dataset,LOC001
PRD0207,51,Source sales volume from online grocery inventory dataset,LOC002
PRD0208,14,Source sales volume from online grocery inventory dataset,LOC003
PRD0209,62,Source sales volume from online grocery inventory dataset,LOC004
PRD0210,40,Source sales volume from online grocery inventory dataset,LOC005
PRD0211,29,Source sales volume from online grocery inventory dataset,LOC001
PRD0212,42,Source sales volume from online grocery inventory dataset,LOC002
PRD0213,31,Source sales volume from online grocery inventory dataset,LOC003
PRD0214,35,Source sales volume from online grocery inventory dataset,LOC004
PRD0215,31,Source sales volume from online grocery inventory dataset,LOC005
PRD0216,56,Source sales volume from online grocery inventory dataset,LOC001
PRD0217,70,Source sales volume from online grocery inventory dataset,LOC002
PRD0218,79,Source sales volume from online grocery inventory dataset,LOC003
PRD0219,29,Source sales volume from online grocery inventory dataset,LOC004
PRD0220,46,Source sales volume from online grocery inventory dataset,LOC005
PRD0221,37,Source sales volume from online grocery inventory dataset,LOC001
PRD0222,16,Source sales volume from online grocery inventory dataset,LOC002
PRD0223,76,Source sales volume from online grocery inventory dataset,LOC003
PRD0224,20,Source sales volume from online grocery inventory dataset,LOC004
PRD0225,37,Source sales volume from online grocery inventory dataset,LOC005
PRD0226,35,Source sales volume from online grocery inventory dataset,LOC001
PRD0227,92,Source sales volume from online grocery inventory dataset,LOC002
PRD0228,37,Source sales volume from online grocery inventory dataset,LOC003
PRD0229,57,Source sales volume from online grocery inventory dataset,LOC004
PRD0230,74,Source sales volume from online grocery inventory dataset,LOC005
PRD0231,71,Source sales volume from online grocery inventory dataset,LOC001
PRD0232,46,Source sales volume from online grocery inventory dataset,LOC002
PRD0233,40,Source sales volume from online grocery inventory dataset,LOC003
PRD0234,48,Source sales volume from online grocery inventory dataset,LOC004
PRD0235,32,Source sales volume from online grocery inventory dataset,LOC005
PRD0236,59,Source sales volume from online grocery inventory dataset,LOC001
PRD0237,23,Source sales volume from online grocery inventory dataset,LOC002
PRD0238,39,Source sales volume from online grocery inventory dataset,LOC003
PRD0239,53,Source sales volume from online grocery inventory dataset,LOC004
PRD0240,43,Source sales volume from online grocery inventory dataset,LOC005
PRD0241,45,Source sales volume from online grocery inventory dataset,LOC001
PRD0242,17,Source sales volume from online grocery inventory dataset,LOC002
PRD0243,23,Source sales volume from online grocery inventory dataset,LOC003
PRD0244,15,Source sales volume from online grocery inventory dataset,LOC004
PRD0245,52,Source sales volume from online grocery inventory dataset,LOC005
PRD0246,33,Source sales volume from online grocery inventory dataset,LOC001
PRD0247,29,Source sales volume from online grocery inventory dataset,LOC002
PRD0248,46,Source sales volume from online grocery inventory dataset,LOC003
PRD0249,60,Source sales volume from online grocery inventory dataset,LOC004
PRD0250,54,Source sales volume from online grocery inventory dataset,LOC005
PRD0251,79,Source sales volume from online grocery inventory dataset,LOC001
PRD0252,28,Source sales volume from online grocery inventory dataset,LOC002
PRD0253,19,Source sales volume from online grocery inventory dataset,LOC003
PRD0254,45,Source sales volume from online grocery inventory dataset,LOC004
PRD0255,53,Source sales volume from online grocery inventory dataset,LOC005
PRD0256,52,Source sales volume from online grocery inventory dataset,LOC001
PRD0257,39,Source sales volume from online grocery inventory dataset,LOC002
PRD0258,31,Source sales volume from online grocery inventory dataset,LOC003
PRD0259,41,Source sales volume from online grocery inventory dataset,LOC004
PRD0260,95,Source sales volume from online grocery inventory dataset,LOC005
PRD0261,43,Source sales volume from online grocery inventory dataset,LOC001
PRD0262,31,Source sales volume from online grocery inventory dataset,LOC002
PRD0263,27,Source sales volume from online grocery inventory dataset,LOC003
PRD0264,28,Source sales volume from online grocery inventory dataset,LOC004
PRD0265,67,Source sales volume from online grocery inventory dataset,LOC005
PRD0266,18,Source sales volume from online grocery inventory dataset,LOC001
PRD0267,22,Source sales volume from online grocery inventory dataset,LOC002
PRD0268,88,Source sales volume from online grocery inventory dataset,LOC003
PRD0269,63,Source sales volume from online grocery inventory dataset,LOC004
PRD0270,47,Source sales volume from online grocery inventory dataset,LOC005
PRD0271,34,Source sales volume from online grocery inventory dataset,LOC001
PRD0272,49,Source sales volume from online grocery inventory dataset,LOC002
PRD0273,17,Source sales volume from online grocery inventory dataset,LOC003
PRD0274,21,Source sales volume from online grocery inventory dataset,LOC004
PRD0275,55,Source sales volume from online grocery inventory dataset,LOC005
PRD0276,35,Source sales volume from online grocery inventory dataset,LOC001
PRD0277,22,Source sales volume from online grocery inventory dataset,LOC002
PRD0278,93,Source sales volume from online grocery inventory dataset,LOC003
PRD0279,39,Source sales volume from online grocery inventory dataset,LOC004
PRD0280,19,Source sales volume from online grocery inventory dataset,LOC005
PRD0281,70,Source sales volume from online grocery inventory dataset,LOC001
PRD0282,63,Source sales volume from online grocery inventory dataset,LOC002
PRD0283,62,Source sales volume from online grocery inventory dataset,LOC003
PRD0284,33,Source sales volume from online grocery inventory dataset,LOC004
PRD0285,72,Source sales volume from online grocery inventory dataset,LOC005
PRD0286,23,Source sales volume from online grocery inventory dataset,LOC001
PRD0287,51,Source sales volume from online grocery inventory dataset,LOC002
PRD0288,23,Source sales volume from online grocery inventory dataset,LOC003
PRD0289,59,Source sales volume from online grocery inventory dataset,LOC004
PRD0290,79,Source sales volume from online grocery inventory dataset,LOC005
PRD0291,53,Source sales volume from online grocery inventory dataset,LOC001
PRD0292,11,Source sales volume from online grocery inventory dataset,LOC002
PRD0293,59,Source sales volume from online grocery inventory dataset,LOC003
PRD0294,34,Source sales volume from online grocery inventory dataset,LOC004
PRD0295,25,Source sales volume from online grocery inventory dataset,LOC005
PRD0296,81,Source sales volume from online grocery inventory dataset,LOC001
PRD0297,42,Source sales volume from online grocery inventory dataset,LOC002
PRD0298,71,Source sales volume from online grocery inventory dataset,LOC003
PRD0299,52,Source sales volume from online grocery inventory dataset,LOC004
PRD0300,25,Source sales volume from online grocery inventory dataset,LOC005
PRD0301,60,Source sales volume from online grocery inventory dataset,LOC001
PRD0302,28,Source sales volume from online grocery inventory dataset,LOC002
PRD0303,40,Source sales volume from online grocery inventory dataset,LOC003
PRD0304,47,Source sales volume from online grocery inventory dataset,LOC004
PRD0305,20,Source sales volume from online grocery inventory dataset,LOC005
PRD0306,84,Source sales volume from online grocery inventory dataset,LOC001
PRD0307,88,Source sales volume from online grocery inventory dataset,LOC002
PRD0308,24,Source sales volume from online grocery inventory dataset,LOC003
PRD0309,27,Source sales volume from online grocery inventory dataset,LOC004
PRD0310,42,Source sales volume from online grocery inventory dataset,LOC005
PRD0311,39,Source sales volume from online grocery inventory dataset,LOC001
PRD0312,83,Source sales volume from online grocery inventory dataset,LOC002
PRD0313,18,Source sales volume from online grocery inventory dataset,LOC003
PRD0314,12,Source sales volume from online grocery inventory dataset,LOC004
PRD0315,85,Source sales volume from online grocery inventory dataset,LOC005
PRD0316,20,Source sales volume from online grocery inventory dataset,LOC001
PRD0317,57,Source sales volume from online grocery inventory dataset,LOC002
PRD0318,22,Source sales volume from online grocery inventory dataset,LOC003
PRD0319,67,Source sales volume from online grocery inventory dataset,LOC004
PRD0320,60,Source sales volume from online grocery inventory dataset,LOC005
PRD0321,25,Source sales volume from online grocery inventory dataset,LOC001
PRD0322,21,Source sales volume from online grocery inventory dataset,LOC002
PRD0323,30,Source sales volume from online grocery inventory dataset,LOC003
PRD0324,36,Source sales volume from online grocery inventory dataset,LOC004
PRD0325,57,Source sales volume from online grocery inventory dataset,LOC005
PRD0326,87,Source sales volume from online grocery inventory dataset,LOC001
PRD0327,30,Source sales volume from online grocery inventory dataset,LOC002
PRD0328,31,Source sales volume from online grocery inventory dataset,LOC003
PRD0329,16,Source sales volume from online grocery inventory dataset,LOC004
PRD0330,14,Source sales volume from online grocery inventory dataset,LOC005
PRD0331,44,Source sales volume from online grocery inventory dataset,LOC001
PRD0332,34,Source sales volume from online grocery inventory dataset,LOC002
PRD0333,66,Source sales volume from online grocery inventory dataset,LOC003
PRD0334,30,Source sales volume from online grocery inventory dataset,LOC004
PRD0335,45,Source sales volume from online grocery inventory dataset,LOC005
PRD0336,38,Source sales volume from online grocery inventory dataset,LOC001
PRD0337,56,Source sales volume from online grocery inventory dataset,LOC002
PRD0338,16,Source sales volume from online grocery inventory dataset,LOC003
PRD0339,36,Source sales volume from online grocery inventory dataset,LOC004
PRD0340,81,Source sales volume from online grocery inventory dataset,LOC005
PRD0341,58,Source sales volume from online grocery inventory dataset,LOC001
PRD0342,47,Source sales volume from online grocery inventory dataset,LOC002
PRD0343,50,Source sales volume from online grocery inventory dataset,LOC003
PRD0344,43,Source sales volume from online grocery inventory dataset,LOC004
PRD0345,68,Source sales volume from online grocery inventory dataset,LOC005
PRD0346,19,Source sales volume from online grocery inventory dataset,LOC001
PRD0347,70,Source sales volume from online grocery inventory dataset,LOC002
PRD0348,29,Source sales volume from online grocery inventory dataset,LOC003
PRD0349,83,Source sales volume from online grocery inventory dataset,LOC004
PRD0350,58,Source sales volume from online grocery inventory dataset,LOC005
PRD0351,16,Source sales volume from online grocery inventory dataset,LOC001
PRD0352,25,Source sales volume from online grocery inventory dataset,LOC002
PRD0353,15,Source sales volume from online grocery inventory dataset,LOC003
PRD0354,26,Source sales volume from online grocery inventory dataset,LOC004
PRD0355,63,Source sales volume from online grocery inventory dataset,LOC005
PRD0356,48,Source sales volume from online grocery inventory dataset,LOC001
PRD0357,17,Source sales volume from online grocery inventory dataset,LOC002
PRD0358,64,Source sales volume from online grocery inventory dataset,LOC003
PRD0359,65,Source sales volume from online grocery inventory dataset,LOC004
PRD0360,29,Source sales volume from online grocery inventory dataset,LOC005
PRD0361,18,Source sales volume from online grocery inventory dataset,LOC001
PRD0362,21,Source sales volume from online grocery inventory dataset,LOC002
PRD0363,68,Source sales volume from online grocery inventory dataset,LOC003
PRD0364,46,Source sales volume from online grocery inventory dataset,LOC004
PRD0365,30,Source sales volume from online grocery inventory dataset,LOC005
PRD0366,30,Source sales volume from online grocery inventory dataset,LOC001
PRD0367,61,Source sales volume from online grocery inventory dataset,LOC002
PRD0368,26,Source sales volume from online grocery inventory dataset,LOC003
PRD0369,43,Source sales volume from online grocery inventory dataset,LOC004
PRD0370,46,Source sales volume from online grocery inventory dataset,LOC005
PRD0371,19,Source sales volume from online grocery inventory dataset,LOC001
PRD0372,61,Source sales volume from online grocery inventory dataset,LOC002
PRD0373,43,Source sales volume from online grocery inventory dataset,LOC003
PRD0374,80,Source sales volume from online grocery inventory dataset,LOC004
PRD0375,34,Source sales volume from online grocery inventory dataset,LOC005
PRD0376,78,Source sales volume from online grocery inventory dataset,LOC001
PRD0377,89,Source sales volume from online grocery inventory dataset,LOC002
PRD0378,26,Source sales volume from online grocery inventory dataset,LOC003
PRD0379,26,Source sales volume from online grocery inventory dataset,LOC004
PRD0380,37,Source sales volume from online grocery inventory dataset,LOC005
PRD0381,62,Source sales volume from online grocery inventory dataset,LOC001
PRD0382,64,Source sales volume from online grocery inventory dataset,LOC002
PRD0383,98,Source sales volume from online grocery inventory dataset,LOC003
PRD0384,21,Source sales volume from online grocery inventory dataset,LOC004
PRD0385,33,Source sales volume from online grocery inventory dataset,LOC005
PRD0386,39,Source sales volume from online grocery inventory dataset,LOC001
PRD0387,34,Source sales volume from online grocery inventory dataset,LOC002
PRD0388,66,Source sales volume from online grocery inventory dataset,LOC003
PRD0389,17,Source sales volume from online grocery inventory dataset,LOC004
PRD0390,36,Source sales volume from online grocery inventory dataset,LOC005
PRD0391,56,Source sales volume from online grocery inventory dataset,LOC001
PRD0392,35,Source sales volume from online grocery inventory dataset,LOC002
PRD0393,35,Source sales volume from online grocery inventory dataset,LOC003
PRD0394,81,Source sales volume from online grocery inventory dataset,LOC004
PRD0395,42,Source sales volume from online grocery inventory dataset,LOC005
PRD0396,38,Source sales volume from online grocery inventory dataset,LOC001
PRD0397,76,Source sales volume from online grocery inventory dataset,LOC002
PRD0398,30,Source sales volume from online grocery inventory dataset,LOC003
PRD0399,20,Source sales volume from online grocery inventory dataset,LOC004
PRD0400,46,Source sales volume from online grocery inventory dataset,LOC005
PRD0401,86,Source sales volume from online grocery inventory dataset,LOC001
PRD0402,65,Source sales volume from online grocery inventory dataset,LOC002
PRD0403,35,Source sales volume from online grocery inventory dataset,LOC003
PRD0404,23,Source sales volume from online grocery inventory dataset,LOC004
PRD0405,14,Source sales volume from online grocery inventory dataset,LOC005
PRD0406,54,Source sales volume from online grocery inventory dataset,LOC001
PRD0407,21,Source sales volume from online grocery inventory dataset,LOC002
PRD0408,21,Source sales volume from online grocery inventory dataset,LOC003
PRD0409,22,Source sales volume from online grocery inventory dataset,LOC004
PRD0410,50,Source sales volume from online grocery inventory dataset,LOC005
PRD0411,30,Source sales volume from online grocery inventory dataset,LOC001
PRD0412,12,Source sales volume from online grocery inventory dataset,LOC002
PRD0413,43,Source sales volume from online grocery inventory dataset,LOC003
PRD0414,50,Source sales volume from online grocery inventory dataset,LOC004
PRD0415,23,Source sales volume from online grocery inventory dataset,LOC005
PRD0416,58,Source sales volume from online grocery inventory dataset,LOC001
PRD0417,65,Source sales volume from online grocery inventory dataset,LOC002
PRD0418,77,Source sales volume from online grocery inventory dataset,LOC003
PRD0419,20,Source sales volume from online grocery inventory dataset,LOC004
PRD0420,31,Source sales volume from online grocery inventory dataset,LOC005
PRD0421,26,Source sales volume from online grocery inventory dataset,LOC001
PRD0422,45,Source sales volume from online grocery inventory dataset,LOC002
PRD0423,11,Source sales volume from online grocery inventory dataset,LOC003
PRD0424,24,Source sales volume from online grocery inventory dataset,LOC004
PRD0425,49,Source sales volume from online grocery inventory dataset,LOC005
PRD0426,11,Source sales volume from online grocery inventory dataset,LOC001
PRD0427,34,Source sales volume from online grocery inventory dataset,LOC002
PRD0428,38,Source sales volume from online grocery inventory dataset,LOC003
PRD0429,43,Source sales volume from online grocery inventory dataset,LOC004
PRD0430,25,Source sales volume from online grocery inventory dataset,LOC005
PRD0431,78,Source sales volume from online grocery inventory dataset,LOC001
PRD0432,30,Source sales volume from online grocery inventory dataset,LOC002
PRD0433,56,Source sales volume from online grocery inventory dataset,LOC003
PRD0434,74,Source sales volume from online grocery inventory dataset,LOC004
PRD0435,27,Source sales volume from online grocery inventory dataset,LOC005
PRD0436,28,Source sales volume from online grocery inventory dataset,LOC001
PRD0437,23,Source sales volume from online grocery inventory dataset,LOC002
PRD0438,27,Source sales volume from online grocery inventory dataset,LOC003
PRD0439,28,Source sales volume from online grocery inventory dataset,LOC004
PRD0440,30,Source sales volume from online grocery inventory dataset,LOC005
PRD0441,39,Source sales volume from online grocery inventory dataset,LOC001
PRD0442,65,Source sales volume from online grocery inventory dataset,LOC002
PRD0443,35,Source sales volume from online grocery inventory dataset,LOC003
PRD0444,33,Source sales volume from online grocery inventory dataset,LOC004
PRD0445,85,Source sales volume from online grocery inventory dataset,LOC005
PRD0446,44,Source sales volume from online grocery inventory dataset,LOC001
PRD0447,26,Source sales volume from online grocery inventory dataset,LOC002
PRD0448,49,Source sales volume from online grocery inventory dataset,LOC003
PRD0449,47,Source sales volume from online grocery inventory dataset,LOC004
PRD0450,19,Source sales volume from online grocery inventory dataset,LOC005
