product_id,quantity,note,location_id
PRD0030,5,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0031,72,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0032,22,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0033,73,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0034,75,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0035,73,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0036,73,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0037,100,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0038,39,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0039,26,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0040,85,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0041,51,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0042,48,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0043,88,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0044,70,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0045,37,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0046,32,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0047,71,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0048,61,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0049,13,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0050,90,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0051,78,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0052,71,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0053,84,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0054,84,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0055,18,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0056,62,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0057,6,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0058,61,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0059,49,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0060,28,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0061,98,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0062,76,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0063,69,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0064,26,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0065,88,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0066,29,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0067,10,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0068,100,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0069,75,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0070,46,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0071,5,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0072,96,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0073,73,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0074,72,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0075,74,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0076,15,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0077,28,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0078,74,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0079,27,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0080,15,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0081,61,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0082,4,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0083,80,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0084,76,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0085,48,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0086,63,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0087,65,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0088,50,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0089,17,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0090,13,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0091,96,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0092,17,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0093,2,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0094,80,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0095,24,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0096,89,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0097,77,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0098,53,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0099,85,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0100,23,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0101,8,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0102,18,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0103,1,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0104,40,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0105,7,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0106,94,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0107,73,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0108,1,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0109,53,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0110,92,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0111,6,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0112,92,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0113,87,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0114,59,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0115,74,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0116,2,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0117,69,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0118,73,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0119,16,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0120,21,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0121,14,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0122,18,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0123,9,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0124,86,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0125,85,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0126,97,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0127,56,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0128,32,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0129,58,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0130,39,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0131,45,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0132,64,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0133,97,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0134,98,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0135,96,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0136,76,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0137,88,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0138,48,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0139,96,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0140,4,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0141,52,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0142,19,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0143,55,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0144,88,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0145,35,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0146,19,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0147,26,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0148,49,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0149,98,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0150,54,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0151,37,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0152,29,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0153,79,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0154,72,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0155,9,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0156,20,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0157,23,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0158,93,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0159,97,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0160,27,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0161,63,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0162,81,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0163,56,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0164,76,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0165,4,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0166,85,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0167,7,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0168,58,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0169,73,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0170,62,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0171,76,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0172,21,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0173,97,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0174,68,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0175,33,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0176,26,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0177,22,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0178,85,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0179,81,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0180,40,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0181,23,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0182,12,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0183,99,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0184,80,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0185,91,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0186,77,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0187,2,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0188,21,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0189,57,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0190,82,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0191,17,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0192,65,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0193,13,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0194,100,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0195,1,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0196,17,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0197,6,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0198,65,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0199,97,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0200,80,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0201,32,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0202,56,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0203,42,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0204,46,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0205,65,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0206,55,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0207,95,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0208,74,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0209,11,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0210,7,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0211,91,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0212,37,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0213,7,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0214,30,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0215,52,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0216,64,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0217,54,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0218,66,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0219,91,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0220,92,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0221,53,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0222,13,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0223,41,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0224,43,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0225,76,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0226,68,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0227,7,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0228,50,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0229,96,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0230,99,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0231,56,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0232,89,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0233,98,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0234,28,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0235,23,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0236,1,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0237,54,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0238,57,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0239,31,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0240,75,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0241,48,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0242,93,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0243,25,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0244,21,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0245,6,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0246,15,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0247,86,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0248,17,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0249,99,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0250,24,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0251,73,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0252,22,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0253,25,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0254,21,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0255,41,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0256,28,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0257,77,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0258,69,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0259,75,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0260,84,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0261,33,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0262,67,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0263,92,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0264,32,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0265,50,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0266,2,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0267,25,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0268,41,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0269,3,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0270,32,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0271,17,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0272,8,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0273,41,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0274,54,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0275,39,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0276,84,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0277,15,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0278,51,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0279,78,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0280,17,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0281,21,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0282,50,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0283,65,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0284,71,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0285,23,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0286,77,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0287,61,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0288,72,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0289,100,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0290,22,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0291,25,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0292,62,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0293,63,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0294,65,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0295,27,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0296,20,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0297,45,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0298,37,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0299,37,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0300,90,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0301,54,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0302,44,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0303,89,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0304,53,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0305,21,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0306,58,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0307,43,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0308,26,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0309,93,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0310,94,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0311,85,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0312,86,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0313,26,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0314,62,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0315,75,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0316,67,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0317,10,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0318,87,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0319,98,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0320,31,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0321,80,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0322,22,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0323,34,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0324,63,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0325,92,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0326,91,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0327,76,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0328,5,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0329,45,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0330,93,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0331,15,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0332,58,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0333,49,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0334,50,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0335,54,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0336,37,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0337,29,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0338,76,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0339,87,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0340,80,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0341,28,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0342,70,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0343,63,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0344,14,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0345,21,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0346,83,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0347,72,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0348,72,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0349,19,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0350,66,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0351,12,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0352,3,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0353,40,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0354,27,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0355,23,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0356,22,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0357,33,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0358,91,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0359,85,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0360,82,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0361,77,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0362,76,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0363,73,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0364,64,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0365,93,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0366,74,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0367,42,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0368,69,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0369,63,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0370,30,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0371,60,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0372,94,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0373,30,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0374,21,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0375,99,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0376,88,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0377,76,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0378,47,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0379,36,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0380,24,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0381,41,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0382,80,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0383,32,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0384,67,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0385,79,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0386,99,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0387,79,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0388,94,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0389,3,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0390,54,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0391,52,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0392,6,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0393,68,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0394,50,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0395,13,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0396,18,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0397,89,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0398,99,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0399,12,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0400,16,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0401,39,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0402,49,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0403,92,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0404,79,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0405,78,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0406,66,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0407,5,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0408,72,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0409,94,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0410,99,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0411,25,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0412,11,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0413,66,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0414,28,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0415,94,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0416,41,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0417,81,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0418,62,Source reorder quantity from online grocery inventory dataset,LOC003
PRD0419,71,Source reorder quantity from online grocery inventory dataset,LOC004
PRD0420,94,Source reorder quantity from online grocery inventory dataset,LOC005
PRD0421,35,Source reorder quantity from online grocery inventory dataset,LOC001
PRD0422,17,Source reorder quantity from online grocery inventory dataset,LOC002
PRD0423,80,Source reorder quantity from online grocery inventory dataset,LOC003
